id,respondent,categorical_variable,personal_id,IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI,AR,CO,KY,OK,PA,WV,MT,WY,census_region,education,household_income,age,gender
433,3124010590,Northwoods.,A lot,1,,,,1,1,,,,,,1,,,,,,,,,East North Central,Some college,"$25,000 - $49,999",> 60,Female
434,3124008547,North East,Some,1,,1,1,,,,1,,,,,1,,,1,,,,,Middle Atlantic,Associate or bachelor degree,"$100,000 - $149,999",30-44,Male
435,3124006647,Northeast,Not at all,,1,,1,1,1,1,,,,,,,1,,,,,,,Middle Atlantic,Associate or bachelor degree,"$100,000 - $149,999",> 60,Male
436,3124005210,Mid-Atlantic,A lot,1,1,1,1,1,1,1,1,1,1,,1,,,1,,,,,,South Atlantic,Some college,"$0 - $24,999",> 60,Male
437,3124004520,Eastern,Not at all,1,1,1,1,,,,,,1,,,,,1,,,,,,Middle Atlantic,High school degree,"$100,000 - $149,999",30-44,Female
438,3124001180,South eastern United States,Not at all,1,1,,1,1,,1,1,,1,,1,,,,1,,,,,South Atlantic,Some college,"$150,000+",45-60,Male
439,3124000105,"Mid-Western, Great Lakes Region",A lot,1,1,1,,1,1,1,,1,,1,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",30-44,Female
440,3123994951,Midwest,Some,1,1,,,1,1,,,1,1,1,1,,,,,,,,,West North Central,Associate or bachelor degree,"$100,000 - $149,999",45-60,Male
441,3123994859,new and gleaming,Not at all,1,1,1,,1,1,1,,,1,,1,,,,,,,,,West South Central,Some college,"$150,000+",18-29,Male
442,3123994221,upper midweat,A lot,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,,,,East North Central,High school degree,"$150,000+",> 60,Male
443,3123992133,new and gleaming,Not at all,1,1,1,,1,1,1,,,1,,1,,,,,,,,,,,,,
444,3123992076,North East,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,Middle Atlantic,Some college,"$25,000 - $49,999",30-44,Female
445,3123988698,MIdwest,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",18-29,Male
446,3123988111,"Rural, Western Colorado",A lot,,,1,1,,1,1,1,1,,1,,1,,,1,,,,1,Mountain,Associate or bachelor degree,"$25,000 - $49,999",> 60,Female
447,3123986526,Central plains,Some,,,1,1,,,,1,1,,1,,,,,1,,,,,West North Central,Associate or bachelor degree,"$150,000+",45-60,Male
448,3123982252,south central Pennsylvania,Not much,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,1,Middle Atlantic,Graduate degree,"$150,000+",> 60,Female
449,3123980954,Central United States,Some,1,1,1,1,,1,1,1,1,,,1,,1,1,1,,,,,West North Central,Some college,"$50,000 - $99,999",45-60,Female
450,3123975943,Midwest,A lot,1,1,1,,1,1,1,,,1,,1,,,,,,,,,West North Central,Graduate degree,"$150,000+",> 60,Female
451,3123969287,South,Some,1,1,1,1,,1,1,1,1,,1,,,1,,1,,,1,1,South Atlantic,Graduate degree,"$100,000 - $149,999",45-60,Male
452,3123966883,Mid West,A lot,1,1,,,,,,,,1,,,,,,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",30-44,Female
453,3123962714,The South,Not at all,1,,,,,1,1,,1,1,1,1,,1,,,,1,1,,South Atlantic,Some college,"$25,000 - $49,999",18-29,Male
454,3123961388,nw,Not much,,,,,,,,,,1,,,,,,,,,,,East North Central,Some college,"$25,000 - $49,999",30-44,Female
455,3123958939,The Midwest.,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,,East North Central,Some college,"$50,000 - $99,999",45-60,Male
456,3123958553,Northeast,Not at all,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,New England,Graduate degree,"$150,000+",> 60,Male
457,3123954245,Country,Not much,,,1,,,,1,,,,,,,,,,,,,,South Atlantic,Associate or bachelor degree,"$150,000+",45-60,Male
458,3123951181,Midwest,A lot,1,1,1,1,,1,1,1,,1,,1,1,,,1,,1,,,West North Central,Some college,"$50,000 - $99,999",> 60,Male
459,3123947027,Midwest,Some,1,1,1,1,1,,1,,,1,,,,1,,1,,,,,West South Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
460,3123945681,Southwest,Not at all,,,,1,,,,1,1,,1,,,1,,,,,,,Mountain,Some college,"$25,000 - $49,999",45-60,Male
461,3123938113,Mid Atlantic,Not much,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,South Atlantic,Associate or bachelor degree,"$150,000+",45-60,Male
462,3123937578,Mid West,A lot,1,,,1,1,,1,,,1,,,1,,,1,,,,,West North Central,Some college,"$50,000 - $99,999",45-60,Male
463,3123936386,Midwest,Not much,,,1,,,1,,,1,,1,1,,,,,,,,,West North Central,Some college,"$150,000+",45-60,Female
464,3123934726,south west suburban,Not at all,1,,1,1,,1,1,1,1,,1,1,,1,,1,,,,,Mountain,High school degree,"$0 - $24,999",> 60,Male
465,3123933631,"The mid west, rust belt",A lot,1,1,1,1,1,1,,,,,,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",45-60,Female
466,3123932493,Midwest US,A lot,1,,1,1,1,1,1,1,1,,1,1,1,,,1,,,,,West North Central,Some college,"$150,000+",30-44,Female
467,3123930380,Urban,Some,,,1,1,,1,,1,1,,1,1,,,,,,,1,,,,,,
468,3123929797,Midwest,A lot,1,1,,,1,,,,,1,,,,,1,,1,1,,,East North Central,Graduate degree,"$150,000+",> 60,Female
469,3123926674,The East Coast,Not at all,,1,,,,,1,1,1,,1,,,1,,1,,1,1,1,Middle Atlantic,Some college,"$50,000 - $99,999",18-29,Male
470,3123924251,Midwest,A lot,,,,1,,,1,1,,,,,1,,,1,,,,,West North Central,Some college,"$0 - $24,999",30-44,Female
471,3123923803,midwest,A lot,1,1,1,1,,1,1,1,,1,,1,1,,1,1,,,,,East North Central,Some college,"$50,000 - $99,999",30-44,Female
472,3123923594,north western us,Some,,,1,1,,,,1,,,1,,,1,1,,,,,,Pacific,Graduate degree,"$25,000 - $49,999",30-44,Male
473,3123923235,NORTHEAST,Not at all,1,,1,1,,,,,,,,,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$25,000 - $49,999",45-60,Male
474,3123922974,The Northeast. Or the mid atlantic states.,Not at all,1,1,1,,,,1,1,,,,,,,,,,,,,Middle Atlantic,Some college,"$50,000 - $99,999",> 60,Male
475,3123921836,New England,Not at all,1,1,1,1,,1,1,1,1,,1,1,,,,,,,,,Middle Atlantic,Some college,"$150,000+",18-29,Male
476,3123916205,Mountains and river,A lot,1,1,,1,,,1,1,1,1,,1,1,,1,1,,,,,South Atlantic,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
477,3123915347,northeast,Not much,,,,,,,,,,,,,,1,,,,,,,New England,,"$150,000+",45-60,Male
478,3123915217,Midwest,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$150,000+",45-60,Male
479,3123913195,Beautiful but cold,Some,,,1,,,1,,,1,,1,1,,,,,,,,,,,,,
480,3123909019,Mid-East,Some,1,1,1,1,,1,,1,,,,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",45-60,Male
481,3123900943,"4 seasons , next to the ocean with a colonial flare",Not at all,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,,,1,1,New England,Some college,"$150,000+",18-29,Female
482,3123898417,Midwest,A lot,1,,1,1,1,1,1,1,1,,1,1,,,,,,,,,West North Central,Some college,"$50,000 - $99,999",> 60,Female
483,3123897954,Ohio,Not at all,,,,1,,,,,,,,,1,,,,,,,1,East North Central,Some college,"$50,000 - $99,999",30-44,Female
484,3123896307,Northern Mid Atlantic,Some,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,Middle Atlantic,Some college,"$50,000 - $99,999",> 60,Female
485,3123893651,mid west,Some,1,,1,,1,1,,,,1,,1,,,,,,,,,West North Central,Associate or bachelor degree,"$25,000 - $49,999",> 60,Male
486,3123889854,"Scenic, mostly progressive, beautiful, warm, friendly, coastal, temperate, wine country",Not at all,,1,1,1,,,1,1,1,,1,1,,1,,1,,,1,1,Pacific,Associate or bachelor degree,"$150,000+",30-44,Male
487,3123882779,Mid west,A lot,,,1,1,,1,,1,,,,,1,1,,1,,,1,1,West South Central,High school degree,"$25,000 - $49,999",30-44,Female
488,3123879682,midwest,A lot,1,,1,1,,1,1,1,1,,1,,,,,1,,,,,West North Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
489,3123879560,northeast,Not at all,1,1,1,1,,,1,1,,1,,,,,1,,,,,,Middle Atlantic,High school degree,"$100,000 - $149,999",45-60,Male
490,3123877868,Pacific Northwest,Not at all,1,1,1,1,,,,1,,1,,,,,,,,,,,Pacific,Associate or bachelor degree,"$50,000 - $99,999",18-29,Male
491,3123875381,southwest,A lot,,,,,,,1,,,,,,,,,,,,,,West North Central,High school degree,"$150,000+",> 60,Female
492,3123873789,Little .Mexico,Not at all,,,,,,,,,,,,,,,1,,,,,,,,,,
493,3123869257,"North East, near the Appalachian Trail and Ohio River.",Not at all,,,1,1,,1,,1,,,,,,1,,1,,,,,East South Central,Some college,"$100,000 - $149,999",30-44,Female
494,3123866595,"Beautiful country, but can be extremely cold and extremely hot.",A lot,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,East North Central,High school degree,"$50,000 - $99,999",> 60,Female
495,3123866465,Upper MIdwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,West North Central,Some college,"$150,000+",30-44,Male
496,3123864510,Upstate New York,Not at all,1,1,1,,1,1,,1,1,,1,1,,,,,,,,,Middle Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Male
497,3123863162,New England,Not much,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,,,1,1,New England,Some college,"$150,000+",45-60,Male
498,3123862062,Upper Midwest,A lot,,,1,1,,1,1,1,1,,1,,,,,1,,,,,West North Central,Associate or bachelor degree,"$25,000 - $49,999",18-29,Male
499,3123852957,South,Not at all,,1,1,1,,,,1,,1,,1,,,,,,,,,West South Central,Some college,"$150,000+",45-60,Male
500,3123849611,Middle Plains,Not at all,1,1,,1,1,1,1,1,,,,1,1,,,1,,,1,1,West South Central,Some college,"$25,000 - $49,999",45-60,Female
501,3123849044,Midwest,Some,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,West North Central,Graduate degree,,> 60,Female
502,3123849003,Central,Not at all,1,,1,1,,1,1,1,,,1,1,1,,,1,,,,,West North Central,High school degree,"$50,000 - $99,999",> 60,Male
503,3123843748,The midwest.  The rust belt.,Some,1,1,,,1,,,,,1,,,,,,,1,,,,East North Central,Some college,"$100,000 - $149,999",45-60,Male
504,3123842965,midwest,A lot,1,1,1,,,1,1,,,,,1,,,,,,,,,East North Central,Some college,"$150,000+",> 60,Female
505,3123839302,upper midwest,A lot,,,1,1,,1,,1,1,,1,1,,,,,,,,,West North Central,Associate or bachelor degree,"$100,000 - $149,999",> 60,Male
506,3123839222,Suburban,Not much,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",> 60,Female
507,3123838183,midwest,Not much,,,,1,,,,1,,,1,,,,,,,,,,West North Central,High school degree,"$25,000 - $49,999",45-60,Male
508,3123837924,North East,Not much,,,,1,,,,,1,,1,,1,1,1,,,,,1,Middle Atlantic,Associate or bachelor degree,"$0 - $24,999",18-29,Female
509,3123837115,The Midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",18-29,Female
510,3123836848,Northeast Ohio,Not at all,,,1,1,,1,1,1,1,,1,,1,1,,1,,,1,1,East North Central,Graduate degree,"$50,000 - $99,999",18-29,Female
511,3123834405,The midwest.  The rust belt.  The snow belt.,Some,1,1,,,1,,,,,1,,,,,,,1,,,,,,,,
512,3123832790,The Deep South,Not much,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,West South Central,Graduate degree,"$50,000 - $99,999",45-60,Male
513,3123829192,The South,Not at all,1,1,1,1,1,1,,1,,1,,1,,,,,,,,,East South Central,Graduate degree,"$50,000 - $99,999",30-44,Male
514,3123827153,Central Southern,Not much,,,1,1,,,,,,,,,,,,,,,,,West South Central,Associate or bachelor degree,"$100,000 - $149,999",> 60,Female
515,3123825478,A piece of Eden,Not at all,1,1,1,,1,1,,1,1,,1,1,,1,,,,,,,South Atlantic,Associate or bachelor degree,"$25,000 - $49,999",> 60,Female
516,3123825382,North east/Appalachian mountain region,Not much,1,,1,1,,1,1,1,1,,1,1,1,1,,1,,,1,1,,,,,
517,3123824048,midwest,A lot,1,1,1,1,1,,1,1,,1,,,,,,,,,,,East North Central,Some college,"$150,000+",45-60,Female
518,3123820726,South Central,Not at all,,,,,,,,,,,,,,1,,,,,1,1,West South Central,Associate or bachelor degree,"$25,000 - $49,999",18-29,Female
519,3123818838,South,Not at all,,,,,,,,,,,,,,1,,,,,1,1,West South Central,Associate or bachelor degree,"$100,000 - $149,999",18-29,Male
520,3123816704,North East,Not much,,1,1,1,,,1,1,1,,1,,1,,1,,,1,1,,New England,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
521,3123814652,Midwest,A lot,1,,1,,,1,,,1,,1,1,,,,,,,,,West North Central,Some college,"$100,000 - $149,999",> 60,Male
522,3123807896,central usa,Not at all,,,,,,,,,1,,1,,,1,,,,,1,1,West South Central,Some college,"$0 - $24,999",45-60,Male
523,3123804136,midwest,A lot,1,1,,,1,1,,,,,,1,,,,,,,,,East North Central,Some college,"$150,000+",45-60,Male
524,3123802819,Midwest.,A lot,1,1,1,,1,,,,,1,,1,,,1,,,1,,,East North Central,Some college,"$150,000+",18-29,Female
525,3123801443,Midwest,Some,1,1,1,,1,,,,,1,,,,,1,,1,1,,1,East North Central,Associate or bachelor degree,"$150,000+",18-29,Female
526,3123799621,Midwest,Some,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",> 60,Male
527,3123796282,Midwest,A lot,1,1,1,,1,1,1,,1,1,1,1,,,,,,,1,,,,,,
528,3123795971,"Very expensive, but worth it (New Jersey).",Not at all,1,1,,1,1,1,,1,1,1,1,1,,,,,,,,,,Graduate degree,"$50,000 - $99,999",18-29,Male
529,3123795124,midwest,A lot,1,1,1,1,,,1,1,,1,,1,,,1,,,1,,,West North Central,Graduate degree,"$150,000+",> 60,Female
530,3123794241,the Midwest,A lot,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$150,000+",> 60,Female
531,3123788715,Midwest,A lot,1,1,1,,1,1,,,1,,1,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",18-29,Female
532,3123787831,Southeast,Not at all,,1,1,1,,,,1,,,,1,,,,,,,,,South Atlantic,Some college,"$150,000+",45-60,Female
533,3123786913,rural,A lot,1,1,1,,1,,1,,,1,,,,,1,,,,,,,,,,
534,3123784245,southwest,Some,1,,1,1,,1,1,1,1,,1,1,,,,,,,,,West South Central,Graduate degree,"$100,000 - $149,999",> 60,Male
535,3123783100,north east,Not at all,,1,1,1,,,1,1,1,,,,1,,,1,,,1,1,Middle Atlantic,Associate or bachelor degree,"$50,000 - $99,999",18-29,Female
536,3123781069,Upper Mid-West,A lot,,,1,,1,1,,,1,,1,1,,,,,,,,,West North Central,Associate or bachelor degree,"$150,000+",> 60,Female
537,3123780742,rural,Some,1,1,1,,1,,1,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$150,000+",45-60,Female
538,3123780461,Mid West,A lot,1,1,1,,1,,1,,,1,,1,,,1,,1,1,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
539,3123779946,southeast,Not at all,,,,1,,,,1,,,1,,,1,,1,,,,1,East South Central,Graduate degree,"$50,000 - $99,999",18-29,Female
540,3123777764,Florida?,A lot,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,South Atlantic,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
541,3123776122,Northeast,Not at all,1,,,1,,,,1,,,,1,,,,1,,,,,Middle Atlantic,Associate or bachelor degree,"$50,000 - $99,999",18-29,Female
542,3123775247,Midwest,Some,,,1,,,1,,,1,,1,1,,,,,,,,,West North Central,Some college,"$25,000 - $49,999",30-44,Female
543,3123774368,"I live in Illinois, and wish I was young enough to take up my roots and move elsewhere. Politically possibilly the worst state you can live in!",Some,1,1,1,,1,1,1,,,1,,1,1,,1,,,,,,East North Central,Some college,"$25,000 - $49,999",> 60,Female
544,3123773774,midwest,Not much,1,1,1,,1,,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$150,000+",45-60,Female
545,3123770840,Midwest,A lot,1,,1,,1,1,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
546,3123770755,the Mountain west,A lot,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,Mountain,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
547,3123770336,Washington DC suburb,Not at all,,1,,1,,,,1,,1,,,1,,1,1,,,,,South Atlantic,Associate or bachelor degree,"$25,000 - $49,999",18-29,Female
548,3123769218,The United States,A lot,1,,,1,1,,,1,1,,,1,,,,,,,,,Middle Atlantic,High school degree,"$25,000 - $49,999",45-60,Female
549,3123764512,The midwest,Some,1,,1,1,,1,1,1,1,,1,1,,,,,,,,,West North Central,Graduate degree,"$25,000 - $49,999",45-60,Female
550,3123762136,midewest/south,Not much,1,1,1,1,1,,1,,,1,,1,,,1,1,,,,,East North Central,Some college,"$150,000+",18-29,Female
551,3123760362,Midwest,A lot,1,1,1,1,1,,1,,,1,,,1,,,,,,,,East North Central,Graduate degree,"$150,000+",45-60,Female
552,3123757211,Midwest,A lot,1,1,1,,,,,,,,,,,,1,,,,,,East North Central,Some college,"$25,000 - $49,999",45-60,Female
553,3123755769,eastern,Not much,1,1,1,1,1,1,1,1,,,1,1,,,,1,,,,,,,,,
554,3123754249,Southern,Not at all,1,1,1,1,1,,1,1,,1,,1,,,,1,,,,1,East South Central,Some college,"$0 - $24,999",45-60,Female
555,3123752728,East Coast,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,Middle Atlantic,Associate or bachelor degree,"$50,000 - $99,999",18-29,Female
556,3123752094,Midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",18-29,Female
557,3123749547,southeast,Some,1,1,1,,1,1,1,,,1,,1,,,,,,,,,South Atlantic,Graduate degree,"$25,000 - $49,999",> 60,Female
558,3123749137,Rural Pennsylvania,Not at all,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,
559,3123744542,mid atlantic,Not at all,,,1,1,,1,,1,1,,1,1,,1,,1,,,1,1,Middle Atlantic,Graduate degree,"$150,000+",> 60,Male
560,3123741241,mid atlantic,Not much,1,,1,1,,,1,,1,,1,,,1,,1,,,,,Middle Atlantic,Associate or bachelor degree,"$50,000 - $99,999",45-60,Male
561,3123738600,"Detroit, Michigan, struggling but filled with residents that are survivors.   Cold",Not at all,,,1,,,,,1,1,,1,1,,1,,,,,1,1,East North Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
562,3123738158,Midwest,Some,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,East North Central,Some college,"$50,000 - $99,999",30-44,Female
563,3123736802,northeast,Not at all,1,1,1,,1,1,,1,1,1,1,1,,,,,,,1,,New England,Graduate degree,"$0 - $24,999",18-29,Female
564,3123736507,New england,Not at all,1,1,,1,1,1,1,,,1,,1,,,,1,,,,,New England,Graduate degree,"$150,000+",45-60,Male
565,3123733705,Great Midwest,A lot,,,1,1,,,1,1,,,,,,,,1,,,,,West North Central,Some college,"$50,000 - $99,999",> 60,Male
566,3123731302,midwest,Some,1,1,1,,1,,,,,1,,,,,,,,,,,East North Central,Some college,"$25,000 - $49,999",45-60,Female
567,3123729877,Midwest,A lot,1,1,,,1,1,,,,1,,1,,,,,,,,,East North Central,Some college,"$0 - $24,999",18-29,Female
568,3123728971,NoVa on the east coast,Not at all,,,,1,,,,1,,,1,,,1,,1,,,,1,South Atlantic,Associate or bachelor degree,"$0 - $24,999",18-29,Female
569,3123728130,Midwest,A lot,1,1,1,1,1,1,,,,,1,1,,1,,,,,,,East North Central,Associate or bachelor degree,"$150,000+",45-60,Female
570,3123727444,South,Not at all,,1,,1,,,,,,1,,,,1,,1,,,,,,,,,
571,3123726776,North East,Not at all,1,1,1,1,,1,1,1,1,,1,1,,1,1,1,,,1,1,Middle Atlantic,Associate or bachelor degree,"$50,000 - $99,999",18-29,Female
572,3123724988,Midwest.,A lot,1,1,1,,,1,1,,1,,1,1,,,,,,,,,West North Central,Associate or bachelor degree,"$100,000 - $149,999",45-60,Female
573,3123724412,The Midwest.,Some,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,West North Central,Some college,"$100,000 - $149,999",45-60,Female
574,3123724310,Midwest,Not much,1,1,1,,1,1,1,1,,1,,1,,,,,,,,,,,,,
575,3123724208,Northeast,Not at all,1,1,1,1,,,,1,1,,1,1,1,,1,1,,,,,Middle Atlantic,Graduate degree,"$50,000 - $99,999",18-29,Female
576,3123723557,The South,Not much,1,,1,1,,,1,1,,1,,,,,1,,,,,,West South Central,Associate or bachelor degree,"$25,000 - $49,999",18-29,Female
577,3123723554,Midwest,A lot,1,1,,,1,1,,,,1,,1,,,,,,,,,,,,,
578,3123722186,south central,Not at all,,,,,,,,,,,,,,1,,,,,,1,West South Central,Graduate degree,"$0 - $24,999",18-29,Female
579,3123720906,midwest,A lot,1,,1,,,1,,,,1,,1,,,,,,,,,West North Central,Some college,"$50,000 - $99,999",45-60,Female
580,3123716600,Mid-Atlantic,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,South Atlantic,Associate or bachelor degree,"$25,000 - $49,999",18-29,Female
581,3123716495,the Midwest,A lot,1,1,,,1,,,,,1,,,,,1,,,,,,East North Central,High school degree,"$100,000 - $149,999",45-60,Female
582,3123715578,Eastern,Not much,,,,1,,,,1,1,,1,,,1,,1,,,1,1,South Atlantic,Graduate degree,,30-44,Female
583,3123713547,Southwestern,Not at all,1,1,1,1,1,,1,1,,,,1,1,1,,,,,,1,West South Central,Some college,"$50,000 - $99,999",45-60,Female
584,3123708415,Midwest,A lot,1,1,1,,,1,1,,,,,1,,,1,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",45-60,Male
585,3123707948,"Best of the Midwest, Iowa.",Some,1,,1,,1,1,,,,,1,1,,,,,,,,,West North Central,Some college,"$25,000 - $49,999",> 60,Male
586,3123705606,The Mid-west,A lot,1,,1,1,,1,1,1,1,,1,1,,,,1,,,1,1,West South Central,Graduate degree,"$50,000 - $99,999",18-29,Male
587,3123704638,the midwest,Not much,1,1,1,,1,1,1,,,1,,1,,,1,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",18-29,Female
588,3123699154,rural eastern ky,A lot,1,1,,,,,1,,,1,,,1,,1,1,,1,,,East South Central,Associate or bachelor degree,"$0 - $24,999",30-44,Male
589,3123699005,Midwest,Some,1,1,1,,1,1,1,,,1,,1,1,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
590,3123697446,The woods near the beach on the southeastern coach of Lake Michigan,A lot,1,,1,1,1,1,1,1,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$0 - $24,999",> 60,Male
591,3123694276,southwest,Some,1,1,1,1,,1,1,1,,1,,,1,,1,,,,,,West South Central,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
592,3123688342,The Midwest,A lot,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Some college,"$150,000+",18-29,Male
593,3123687556,Mid Atlantic,Not at all,,1,1,1,,,1,1,,,,,1,,,,,,,,,,,,
594,3123686885,midwest,Some,1,1,1,1,1,,1,,1,1,1,1,,,,1,,,1,1,East North Central,Graduate degree,"$50,000 - $99,999",45-60,Female
595,3123685474,the Midwest,A lot,,,1,1,,,1,1,,,,,,1,,1,,,,,West North Central,Some college,"$50,000 - $99,999",> 60,Male
596,3123683830,northern,Not much,,,,,,,,1,1,,1,,1,1,,1,,,1,1,Middle Atlantic,Some college,"$150,000+",45-60,Female
597,3123681911,Midwest,A lot,1,1,1,,1,1,,,,1,,1,,,,,1,,,,East North Central,,,30-44,Female
598,3123681729,Delaware Valley in the Northeast,Not at all,1,1,1,1,,,1,1,,,,,,,,1,,,,,Middle Atlantic,High school degree,"$50,000 - $99,999",45-60,Female
599,3123681316,cold,Some,1,,1,1,,,1,1,,,,,,,,,,,,,West North Central,High school degree,"$25,000 - $49,999",45-60,Female
600,3123680494,"Washington, DC",Some,1,1,1,1,,,1,1,,,,1,1,1,1,1,,,,,South Atlantic,Associate or bachelor degree,"$150,000+",45-60,Male
601,3123679405,The Midwest,Some,1,1,1,,,,,,,1,,,,,1,,,,,,East North Central,Associate or bachelor degree,"$0 - $24,999",18-29,Female
602,3123677257,Upper Midwest,Some,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,West North Central,Graduate degree,"$150,000+",45-60,Male
603,3123676150,southwestern pacific,Not at all,,,,,,,,,,,,,,1,,,,,1,1,Pacific,Some college,"$50,000 - $99,999",> 60,Male
604,3123671172,south central kentucky,Not at all,,,1,1,,1,1,1,,,,,,,,,,,,,East South Central,Associate or bachelor degree,"$50,000 - $99,999",> 60,Male
605,3123670092,midwest,A lot,1,,1,,,1,,,1,,1,1,,,,,,,1,1,West North Central,Some college,"$25,000 - $49,999",18-29,Male
606,3123668248,Midwest,A lot,1,,1,1,,1,1,1,1,,1,1,1,1,1,,,,1,1,West North Central,High school degree,"$50,000 - $99,999",> 60,Female
607,3123668223,"Midwest, Great Lakes region",A lot,1,1,1,,1,1,1,1,1,1,1,1,,,,1,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",> 60,Male
608,3123668016,"windy, western, cold, home",Some,,,,,,,,,1,,1,,,1,,,,,1,1,,,,,
609,3123666244,south,Not at all,,,,1,,,1,1,,,,,,,,,,,,,West South Central,Some college,"$100,000 - $149,999",45-60,Female
610,3123665734,"Not the Midwest, but ""Minnesota"".  I don't consider MN 'west'.",Not much,,,,1,,,,1,1,,1,,,1,,,,,,,West North Central,Some college,"$25,000 - $49,999",45-60,Female
611,3123664988,Mid atlantic,Not at all,1,1,,,1,1,,,,1,,1,,,,,,,,,South Atlantic,Associate or bachelor degree,"$150,000+",45-60,Male
612,3123663800,McCandless Township,Not at all,,,,1,1,1,1,1,1,,,,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$25,000 - $49,999",> 60,Female
613,3123658760,the south,A lot,,1,,1,,,,1,1,,,,,1,,1,,,1,1,South Atlantic,Less than high school degree,"$100,000 - $149,999",18-29,Female
614,3123658474,midwest,Some,,,1,1,,,1,1,,,,,,,,1,,,,,West North Central,Some college,"$50,000 - $99,999",30-44,Female
615,3123650004,midwest,A lot,,,1,1,,,1,1,1,,1,1,,,,1,,,,1,West North Central,Some college,"$25,000 - $49,999",18-29,Male
616,3123649176,"CENTRAL LAWTON,OKLAHOM",Some,,,,,,,,,,,,,,,,1,,,,,West South Central,Graduate degree,"$100,000 - $149,999",45-60,Female
617,3123646518,northeast,Not at all,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,
618,3123643262,Southeast,Not much,,1,1,,,,,,,1,,,,1,,1,,,1,1,South Atlantic,Associate or bachelor degree,"$25,000 - $49,999",45-60,Female
619,3123642574,East,Not at all,,,,,,,,,,,,,,1,,,,,,,,,,,
